103	4680	3	20.61
510	274	5	53.49
210	152	5	32.5
4021	5400	3	66.29
398	103	15	77.22
103	143	7	4.77
110	639	7	47.37
636	114	9	70.98
1634	14	3	5.03
289	101	7	10.13
9	85	65	252.8
126	398	5	33.54
127	758	14	153.67
12	169	96	501.5
104	2840	5	36.62
101	899	8	33.25
184	157	3	16.32
106	205	8	21.41
103	1166	10	69.68
101	782	5	13.89
107	1075	3	13.62
104	6379	3	25.19
169	627	3	25.65
12	2733	3	9.81
1266	12	4	9.32
1666	1461	4	66.26
101	3342	3	13.99
448	14	12	25.57
101	1976	5	23.92
1163	101	8	37.91
101	3353	3	13.99
2104	101	3	10.33
178	843	3	28.33
101	733	5	13.33
660	139	5	42.58
101	2531	6	35.5
119	354	3	14.2
1852	105	9	75.84
104	448	23	155.6
117	344	20	174.63
324	142	3	18.14
120	1147	3	21.82
167	2813	3	34.84
103	1441	5	26.83
785	1898	3	43.99
2366	12	4	14.51
2121	12	4	13.09
1681	174	3	32.21
641	724	6	83.05
447	101	6	12
331	108	15	94.65
210	109	3	6.55
12	5317	3	17.82
141	292	5	34.4
150	611	13	146.06
104	956	6	30.48
312	272	3	25.45
127	211	3	12.51
105	174	8	13.99
926	108	4	22.9
101	428	5	8.08
101	376	4	4.11
4931	105	3	20.8
1076	108	4	24.22
116	173	3	7.66
106	823	4	17.43
173	392	3	22.83
130	1008	7	70.19
1550	101	4	14.38
1263	105	12	101.14
107	404	5	17.4
106	2464	4	26.18
115	754	3	17.47
112	147	4	8.73
102	318	4	5.77
110	6492	3	32.34
101	1393	3	8.22
101	4586	4	27.45
114	276	13	88.18
104	194	5	6.66
104	278	4	6.84
12	380	32	157.63
1754	283	3	36.4
106	163	13	36.16
111	190	5	17.52
473	101	4	5.6
6808	2975	3	62.47
104	1549	3	13.19
2225	444	3	41.32
4742	105	3	20.8
166	124	44	399.09
101	949	5	15.87
1687	12	3	6.99
106	352	5	15.03
108	14	198	200.12
2966	105	6	50.55
998	105	11	75.43
6121	105	3	25.27
126	2346	3	27.89
12	633	4	4.5
107	145	7	9.28
101	481	4	5.82
3344	6902	3	64.06
101	2850	4	19.94
